Row number,Subject,Group,Date,Weight,Bodylength,Sex,life_history,temp_new,temp_new_year,temp_utprop,temp_ltprop,temp_utprop_year,temp_ltprop_year,BirthWithinYear,BirthWithinNextYear,BirthWithinLast5Months,DOBnextyear,DaysUntilBirth,onemonthfruit,twelvemonthfruit,age,DOB,firstyeartemp_new,firstyearfruit,firstyeartemp_ut_prop,firstyeartemp_lt_prop,day_of_year,time_since_first_entry,decades_since_first_entry,BirthWithinYearfactor,BirthWithinNextYearfactor,BirthWithinLast5Monthsfactor
221,Gaviota/,G1300,2002-08-15,1120,73,F,territory_holder,17.29149923,22.42065699,0,0.672750016,0.012306208,0.310229776,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,2.981519507,0.298151951,birth,no birth,no birth
222,Gaviota/,Solitario,2004-02-09,1180,NA,F,floater,28.44319583,22.56708285,0.074121297,0.01128926,0.01937855,0.322125432,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,4.468172485,0.446817248,unknown,unknown,no birth
223,Higo/,H900,2020-01-30,1425,70,M,territory_holder,28.31620157,22.94135507,0.101215853,0.003389434,0.04225485,0.30952223,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20.44079398,2.044079398,unknown,no birth,unknown
224,Idiota/,IJ500,2003-04-10,900,70,M,predispersal,24.07658542,22.68432861,0,0.154611331,0.019604672,0.30118362,1,0,0,NA,NA,5852.740573,NA,1.473972603,2001-10-19,23.60075579,NA,0.014435663,0.29584162,101,3.633127995,0.363312799,birth,no birth,no birth
225,Idiota/,IJ500,2004-02-03,1040,75,M,predispersal,28.74056207,22.62505374,0.075529134,0.008356709,0.02222316,0.32187007,0,1,0,2004-11-14,285,7925.040789,37988.26376,2.293150685,2001-10-19,23.60075579,NA,0.014435663,0.29584162,34,4.45174538,0.445174538,no birth,birth,no birth
226,Ika/,IJ500,2008-01-30,1300,NA,F,NA,27.95761029,22.15938598,0.06328892,0.005610098,0.025448131,0.324424068,0,1,0,2008-11-15,290,2022.145067,241807.5072,NA,NA,NA,NA,NA,NA,30,8.440793977,0.844079398,no birth,birth,no birth
227,Inocencio/,IJ500,2003-12-02,1180,75,M,territory_holder,24.71311095,22.69854308,0.039329126,0.172276765,0.023975157,0.315643293,0,1,0,2004-11-14,348,1668.902096,NA,NA,NA,NA,NA,NA,NA,337,4.27926078,0.427926078,no birth,birth,no birth
228,Inodoro/,IJ500,2003-03-10,1250,75,M,territory_holder,NA,22.8821524,NA,NA,0.023039163,0.293806327,1,0,1,NA,NA,583.7581198,NA,NA,NA,NA,NA,NA,NA,70,3.54825462,0.354825462,birth,no birth,birth
229,Irene/,IJ500,2003-03-15,1275,74,F,territory_holder,26.13942828,22.82618826,0.02088274,0.079243563,0.021724869,0.294156467,1,0,1,NA,NA,583.7581198,NA,NA,NA,NA,NA,NA,NA,75,3.561943874,0.356194387,birth,no birth,birth
230,Irene/,IJ500,2003-09-03,1240,NA,F,territory_holder,16.04143241,22.71984997,0.002898551,0.704468599,0.019738044,0.312391308,1,2,0,NA,NA,2035.953412,NA,NA,NA,NA,NA,NA,NA,247,4.032854209,0.403285421,birth,unknown,no birth
231,Iris/,IJ500,2004-01-29,1235,74,F,territory_holder,27.82692836,22.61517946,0.037894726,0.024236049,0.020819393,0.32187007,0,1,0,2004-11-14,290,4796.971443,NA,NA,NA,NA,NA,NA,NA,29,4.438056126,0.443805613,no birth,birth,no birth
232,Jalea/,J800,2008-01-31,1180,73.5,F,NA,27.92925007,22.1590786,0.06328892,0.005610098,0.025448131,0.324424068,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,8.443531828,0.844353183,unknown,unknown,no birth
233,Joly/,NA,2002-08-05,NA,NA,NA,NA,NA,22.50061727,NA,NA,0.012341169,0.304999386,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2.954140999,0.2954141,unknown,unknown,no birth
234,Kinoto/,K400,2003-03-25,1310,77,M,territory_holder,26.03170281,22.73981774,0.020209104,0.052209927,0.019549757,0.297959108,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,3.589322382,0.358932238,unknown,unknown,no birth
235,Kiwi/,K400,2003-03-19,1170,72.5,F,territory_holder,25.95296434,22.76331067,0.02088274,0.083572568,0.019549757,0.294920409,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,3.572895277,0.357289528,unknown,unknown,no birth
236,Langosta/,NA,2002-08-05,NA,NA,NA,NA,NA,22.50061727,NA,NA,0.012341169,0.304999386,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2.954140999,0.2954141,unknown,unknown,no birth
237,Lorenzo/,L100,2007-11-27,925,72,M,predispersal,23.50044171,22.24364285,0.024671682,0.264372082,0.024349295,0.321523798,1,1,1,2008-11-01,340,771.1221066,249073.1757,2.073972603,2005-10-31,20.30984073,23586.69285,0.027410664,0.291373333,332,8.265571526,0.826557153,birth,birth,birth
238,Mabela/,B68,2002-07-19,1150,70,F,NA,NA,22.71494217,NA,NA,0.012518996,0.288364944,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2.907597536,0.290759754,birth,no birth,no birth
239,Magnolia/,B68,2013-04-12,1280,80,F,territory_holder,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,4481.097538,NA,NA,NA,NA,NA,NA,NA,103,13.63997262,1.363997262,birth,no birth,birth
240,Manchita/,B68,2002-06-04,1450,70.5,F,NA,21.77432264,NA,0,0.317028986,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,2.784394251,0.278439425,birth,no birth,birth
241,Mancho/,B68,2021-05-13,1100,69.5,M,predispersal,19.98073482,22.68814617,0,0.48091546,0.025153844,0.314634632,0,1,0,2021-10-16,156,0,NA,2.57260274,2018-10-17,23.45469332,14940.94628,0.027654631,0.297880581,134,21.724846,2.1724846,no birth,birth,no birth
242,Mandinga/,B68,2003-03-11,1380,70,M,territory_holder,NA,22.87014311,NA,NA,0.022552012,0.293806327,0,0,0,NA,NA,586.4864468,NA,NA,NA,NA,NA,NA,NA,71,3.550992471,0.355099247,no birth,no birth,no birth
243,Mandinga/,B68,2005-03-21,1462.5,NA,M,territory_holder,27.54383367,22.37180926,0.110767563,0.034197161,0.023896544,0.332960131,0,1,0,2005-10-18,211,7887.300218,203170.1559,NA,NA,NA,NA,NA,NA,81,5.579739904,0.55797399,no birth,birth,no birth
244,Mandioca/,NA,2002-08-05,NA,NA,NA,NA,NA,22.50061727,NA,NA,0.012341169,0.304999386,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2.954140999,0.2954141,unknown,unknown,no birth
245,Manzana/,B68,2003-03-20,1177.5,70,F,territory_holder,26.07864286,22.76565103,0.02088274,0.068421053,0.019549757,0.294920409,0,0,0,NA,NA,586.4864468,NA,NA,NA,NA,NA,NA,NA,80,3.575633128,0.357563313,no birth,no birth,no birth
246,Marino/,B68,2002-06-21,1380,72,M,territory_holder,17.70642668,NA,0,0.625079689,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,2.830937714,0.283093771,birth,no birth,no birth
247,Mono Parola/,Campo Parola,2002-09-19,1380,77,M,NA,20.15585882,22.56308468,0,0.498541466,0.012188172,0.302181053,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,3.077344285,0.307734428,unknown,unknown,no birth
248,Mono Picada Campamento/,Picada Campamento,2002-09-11,1170.5,76,M,NA,20.3150581,22.42734612,0,0.490859456,0.012188172,0.309850822,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,3.055441478,0.305544148,birth,unknown,unknown
249,Mony/,B68,2000-01-24,910,68,F,predispersal,28.46880829,NA,0.096035763,0.018825611,NA,NA,0,1,0,2000-10-08,258,NA,NA,1.117808219,1998-12-12,23.37095568,NA,NA,NA,24,0.424366872,0.042436687,no birth,birth,no birth
250,Mony/,B68,2003-04-10,1285,75,F,territory_holder,24.07658542,22.68432861,0,0.154611331,0.019604672,0.30118362,0,0,0,NA,NA,2082.908606,NA,4.328767123,1998-12-12,23.37095568,NA,NA,NA,101,3.633127995,0.363312799,no birth,no birth,no birth
251,Mony/,B68,2005-07-29,1335,NA,F,territory_holder,16.24224538,22.52250652,0,0.658033144,0.02255366,0.31622182,0,1,0,2005-10-18,81,403.7978743,187568.1131,6.632876712,1998-12-12,23.37095568,NA,NA,NA,211,5.935660507,0.593566051,no birth,birth,no birth
252,Mony/,CC,2008-03-06,1402.5,NA,F,territory_holder,26.12276589,21.97379115,0.020336606,0.056387862,0.021529893,0.327492439,1,0,1,NA,NA,439.4214292,17043.12346,9.238356164,1998-12-12,23.37095568,NA,NA,NA,66,8.539356605,0.853935661,birth,no birth,birth
253,Morgan/,Morito,2003-04-28,1300,75.5,M,territory_holder,22.82389438,22.66605541,0,0.298731884,0.019549757,0.310174337,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,3.682409309,0.368240931,birth,unknown,no birth
254,Nazario/,Naranja,2003-05-06,1075,73,M,NA,21.91522217,22.66635347,0,0.388207106,0.019549757,0.310818336,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,3.704312115,0.370431211,unknown,unknown,no birth
255,Nino/,Solitario,2002-12-03,1175,76.5,M,floater,25.32913727,22.66196412,0.033075748,0.121647754,0.01487286,0.298575803,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,3.282683094,0.328268309,unknown,unknown,no birth
256,Pampero/,Parrilla,2003-05-19,1240,74,M,territory_holder,21.59215492,22.51954016,0,0.401214291,0.019549757,0.325463033,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,3.739904175,0.373990418,birth,no birth,no birth
257,Pancho/,Parrilla,2003-05-07,675,63,M,predispersal,21.72625537,22.64916367,0,0.397381954,0.019549757,0.31224104,1,0,0,NA,NA,NA,NA,0.597260274,2002-10-01,24.23254282,NA,0.024023217,0.309959725,128,3.707049966,0.370704997,birth,no birth,no birth
258,Paulina/,Parrilla,2003-05-07,1310,74.5,F,territory_holder,21.72625537,22.64916367,0,0.397381954,0.019549757,0.31224104,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,3.707049966,0.370704997,birth,no birth,no birth
259,Paulina/,Parrilla,2005-04-14,1406.25,NA,F,territory_holder,25.07725249,22.23737492,0.018055556,0.142983405,0.022668444,0.33880532,1,1,1,2005-09-21,160,NA,NA,NA,NA,NA,NA,NA,NA,105,5.645448323,0.564544832,birth,birth,birth
260,Penelope/,P300,2006-05-16,1210,NA,F,territory_holder,18.31666181,22.30120289,0,0.559203536,0.025391181,0.332570715,0,1,0,2006-10-12,149,1110.760438,10172.6739,NA,NA,NA,NA,NA,NA,137,6.732375086,0.673237509,no birth,birth,no birth
261,Pepe/,P300,2010-04-27,1345,NA,M,territory_holder,22.90254542,22.48416175,0.009408602,0.285891878,0.02615731,0.328885059,1,1,1,2010-10-20,176,1812.376449,76050.38122,NA,NA,NA,NA,NA,NA,118,10.68035592,1.068035592,birth,birth,birth
262,Perla/,P300,2012-06-27,1300,68,F,territory_holder,17.30042819,23.17568512,0,0.655095839,0.050558136,0.31102673,0,0,0,NA,NA,198.3532407,15768.16741,NA,NA,NA,NA,NA,NA,179,12.84873374,1.284873374,no birth,no birth,no birth
263,Petisa/,P300,2013-06-11,1215,34.5,F,predispersal,NA,NA,NA,NA,NA,NA,0,1,0,2013-10-16,127,199.6994153,NA,2.643835616,2010-10-20,21.91241887,78568.13682,0.009780027,0.313375998,163,13.80424367,1.380424367,no birth,birth,no birth
264,Picky/,Picada Campamento,2011-04-14,1277.5,73.7,F,predispersal,24.40616048,21.60933274,0.001344086,0.153225806,0.00805318,0.374379358,1,1,1,2011-10-20,189,NA,NA,2.367123288,2008-12-01,23.17102843,NA,0.029106357,0.332900629,105,11.6440794,1.16440794,birth,birth,birth
265,Pietra/,P300,2005-11-17,1285,NA,F,territory_holder,22.89351135,22.42856504,0.010752688,0.276302648,0.021746801,0.322986282,0,1,0,2006-10-12,329,402.2866556,180609.2046,NA,NA,NA,NA,NA,NA,322,6.239561944,0.623956194,no birth,birth,no birth
266,Potro/,Parrilla,2004-01-05,1180,78.5,M,territory_holder,25.45560064,22.56451865,0.00672043,0.099850185,0.021919303,0.323025215,0,1,0,2004-12-02,332,NA,NA,NA,NA,NA,NA,NA,NA,5,4.372347707,0.437234771,no birth,birth,no birth
267,Ramon/,Entrada Aranda,2012-07-16,1300,NA,M,territory_holder,15.96843668,23.20765444,0,0.739247312,0.050558136,0.311657941,2,1,0,2012-10-05,81,NA,NA,NA,NA,NA,NA,NA,NA,198,12.90075291,1.290075291,unknown,birth,no birth
268,Roca/,Casa de Roque,2002-09-21,1240,70,F,NA,20.12295873,22.5249344,0,0.495162049,0.012188172,0.304777843,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,3.082819986,0.308281999,unknown,unknown,no birth
269,Roque/,Casa de Roque,2002-09-21,1140,73.5,M,NA,20.12295873,22.5249344,0,0.495162049,0.012188172,0.304777843,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,3.082819986,0.308281999,unknown,unknown,no birth
270,Salada/,Solitario,2004-01-16,1240,71,F,floater,26.76186366,22.56689751,0.009530792,0.058188831,0.019871035,0.322780956,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4.402464066,0.440246407,unknown,unknown,no birth
271,Sandalia/,Solitario,2003-12-30,1059.166667,69,F,floater,25.42888839,22.58669999,0.00672043,0.089347189,0.021919303,0.321642464,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,4.355920602,0.43559206,unknown,unknown,no birth
272,Sandia/,Solitario,2003-12-29,1120,74,F,floater,25.42566843,22.59831048,0.00672043,0.089347189,0.022153385,0.321642464,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,4.353182752,0.435318275,unknown,unknown,no birth
273,Santo/,Solitario,2003-10-28,1150,62,M,floater,NA,22.71546135,NA,NA,0.023430621,0.312921276,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,4.183436003,0.4183436,unknown,unknown,no birth
274,Satan/,San Jose,2003-05-05,1250,65,M,NA,22.087534,22.68267507,0,0.372078074,0.019549757,0.308260791,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,3.701574264,0.370157426,unknown,unknown,no birth
275,Sepia/,Solitario,2003-03-13,1150,75,F,floater,26.09270123,22.8442159,0.02088274,0.075076897,0.022308436,0.293806327,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,3.556468172,0.355646817,unknown,unknown,no birth
276,Serpiente/,Solitario,2003-07-28,1175,74,F,floater,16.98344809,22.93187207,0,0.7135928,0.019440844,0.300461769,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,3.93155373,0.393155373,unknown,unknown,no birth
277,Shahrina/,Solitario,2004-12-01,1135,74,F,floater,23.64915219,22.21415572,0.002805049,0.177828424,0.017321597,0.33735474,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,5.278576318,0.527857632,unknown,unknown,no birth
278,Siesta/,Solitario,2006-02-13,1285,66,F,floater,27.86830272,22.64679384,0.058496961,0.009817672,0.031066665,0.319133436,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6.480492813,0.648049281,unknown,unknown,no birth
279,Simon/,Solitario,2005-03-31,1330,73,M,floater,26.33511632,22.34762502,0.077165413,0.10120945,0.023521919,0.332727962,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,5.607118412,0.560711841,unknown,unknown,no birth
280,Simpatica/,Solitario,2011-04-14,1230,70,F,floater,24.40616048,21.60933274,0.001344086,0.153225806,0.00805318,0.374379358,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,11.6440794,1.16440794,unknown,unknown,no birth
281,Sirena/,Solitario,2003-12-09,1170,75,F,floater,25.30045795,22.66119005,0.032608696,0.111378512,0.023858116,0.318100695,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,4.298425736,0.429842574,unknown,unknown,no birth
282,Soldado/,Solitario,2003-08-25,1300,75,M,floater,17.15853951,22.8399294,0.001449275,0.680890426,0.019616596,0.306140894,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,4.008213552,0.400821355,unknown,unknown,no birth
283,Soldado/,Soldado,2005-04-18,1425,NA,M,territory_holder,24.51740346,22.18393988,0.018055556,0.187367463,0.02255366,0.34260318,1,1,1,2005-10-01,166,NA,NA,NA,NA,NA,NA,NA,NA,109,5.656399726,0.565639973,birth,birth,birth
284,Solgriette/,Solitario,2008-06-25,1065,71,F,floater,14.84702707,21.66198816,0,0.783628714,0.018302681,0.353406477,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,8.843258042,0.884325804,unknown,unknown,no birth
285,Solita/,Solitario,2003-09-26,1038,75,F,floater,NA,22.8506731,NA,NA,0.023655795,0.304491262,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,4.095824778,0.409582478,unknown,unknown,no birth
286,Sonia/,Casa Julio Orrego,2002-09-18,1150,75,F,NA,20.33636957,22.54621683,0,0.491821035,0.012188172,0.303192056,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,3.074606434,0.307460643,unknown,unknown,no birth
287,Sonza/,Solitario,2005-07-08,1255,NA,F,floater,18.59204541,22.60209284,0,0.562029836,0.02255366,0.312998836,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,5.87816564,0.587816564,unknown,unknown,no birth
288,Sonza/,Solitario,2007-06-06,1280,NA,F,floater,13.86612903,23.19833018,0,0.876344086,0.023132309,0.277194941,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,7.789185489,0.778918549,unknown,unknown,no birth
289,Soto/,Solitario,2018-05-09,1250,NA,M,floater,26.00687901,23.37679365,0.005107527,0.019153226,0.010687265,0.25128423,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,18.71321013,1.871321013,unknown,unknown,no birth
290,Sotreta/,Solitario,2003-04-10,1150,73,M,floater,24.07658542,22.68432861,0,0.154611331,0.019604672,0.30118362,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,3.633127995,0.363312799,unknown,unknown,no birth
291,Sotreta/,Solitario,2005-07-14,1145,72.5,M,floater,17.98727846,22.68387831,0,0.63583769,0.02255366,0.309198708,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,5.894592745,0.589459274,unknown,unknown,no birth
292,Sultana/,Solitario,2005-09-05,1215,NA,F,floater,17.60706256,22.59996423,0.002688172,0.630376344,0.021537792,0.308876118,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,6.039698836,0.603969884,unknown,unknown,no birth
293,Vargas/,Vargas,2002-09-20,1300,76,M,NA,20.15217916,22.54897831,0,0.501613662,0.012188172,0.303597484,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,3.080082136,0.308008214,unknown,unknown,no birth
294,Vicenta/,Veronica,2002-12-13,1185,72,F,territory_holder,26.5540512,22.71350989,0.033075748,0.020511921,0.014990231,0.292922051,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,3.310061602,0.33100616,no birth,no birth,no birth
295,Vicenta/,Veronica,2005-04-05,1375,NA,F,territory_holder,25.43604071,22.26427676,0.060016363,0.153033794,0.022606168,0.337749661,1,1,1,2005-10-01,179,732.7631132,220895.3013,NA,NA,NA,NA,NA,NA,96,5.620807666,0.562080767,birth,birth,birth
296,Victor/,Veronica,2002-11-22,1292.5,75,M,territory_holder,23.98701208,22.58689718,0.021296667,0.201772281,0.013726894,0.303913627,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,3.252566735,0.325256674,no birth,no birth,no birth
297,Victor/,Veronica,2003-03-17,1270,NA,M,territory_holder,25.93250799,22.78286426,0.02088274,0.079243563,0.020441022,0.294156467,0,0,0,NA,NA,467.2061691,NA,NA,NA,NA,NA,NA,NA,77,3.567419576,0.356741958,no birth,no birth,no birth
298,Victor/,Veronica,2003-09-09,1262.5,NA,M,territory_holder,17.61345657,22.87094596,0.023067633,0.611017787,0.021488213,0.303490414,0,2,0,NA,NA,1584.482961,NA,NA,NA,NA,NA,NA,NA,253,4.049281314,0.404928131,no birth,unknown,no birth
299,Vilma/,Veronica,2002-12-12,1050,73,F,predispersal,26.4281045,22.71915492,0.033075748,0.033952782,0.014990231,0.292922051,0,0,0,NA,NA,NA,NA,2.197260274,2000-10-01,26.14267278,NA,NA,NA,347,3.307323751,0.330732375,no birth,no birth,no birth
300,Vilma/,Veronica,2004-12-14,1287.5,74.5,F,predispersal,25.34795875,22.27101483,0,0.048854605,0.017321597,0.333806658,1,1,1,2005-10-01,291,2383.770525,46595.98382,4.205479452,2000-10-01,26.14267278,NA,NA,NA,349,5.314168378,0.531416838,birth,birth,birth